matched_word,awn3_synset_id,ao_concept_id,awn3_words,new_words,awn3_gloss,ao_gloss
مناضل,awn3-10335495-n,47307,مٌنَاضِل|نَاشِط,مُجَاهِدٌ|مُدَافِعٌ|مُحَارِبٌ|مُقَاتِلٌ|جُنْدِيٌّ,من يتمسك بمبدأ ما بقوة ويسعى جاهداً للإصلاح السياسي أو الاجتماعي في المجتمع,دور مَن يُدافِع عَن وَطَنِهِ ويقاتل الأعداء
ظبي,awn3-02422442-n,47623,ظَبْي,غَزَالٌ|رِيمٌ|طَلَا1|شَادِنٌ,الحيوانات المجترة الرشيقة في العالم القديم ذات الأرجل الطويلة والقرون الموجهة للأعلى والخلف,ثديي من رتبة شفعيات الأظلاف له ذنب قصير ،يمتاز بأنّه رشيق الجسم وسريع الجري
طمح الي,awn3-00707283-v,48035,طَمَحَ إِلَى,سَمَا1|سَمَا1 إلى|سَمَا1 ب|تَحَفَّزَ في|تَحَفَّزَ ل|طَمِعَ ب|طَمِعَ في|تَطَلَّعَ إلى|تَطَلَّعَ في|اِرْتَفَعَ|اِرْتَفَعَ إلى|اِرْتَفَعَ ب|طَمَحَ|طَمَحَ ب|طَمَحَ ل|صَبَا إلى|اِسْتَشْرَفَ,يكون لديه خطة يتمنى تحقيقها أو هدف نبيل يسعى إليه,إقبال الشخص على النجاح والتميز والنظر للأعلى في أعماله
نزيل,awn3-10719850-n,48089,نَزِيل|مُسْتَأْجِر,عَائِدٌ|نَازِلٌ|ضَيْفٌ|زَائِرٌ,من يدفع مالاً مقابل استخدام شيء يملكه أحدا آخر كمنزل أو سيارة أو أرض أوملابس,مَنْ ينزِل عندَ غيرِهِ لفترة معيَّنة ثم يذهب
قاطن,awn3-09643248-n,47565,قَاْطِن|سَاكِن,مُسْتَوْطِنٌ|نَازِلٌ|مُقِيمٌ|مُقِيمَةٌ|هَاجِعٌ|مُسْتَقَرٌّ|حَالٌّ|مُسْتَقِرٌّ,الشخص الذي يعيش ويستقر في مكان معين,حالة الشخص الذي يعيش في مكان معين ويلزم السكن فيه
عناد,awn3-04914446-n,47702,عِنَاد,عُرَامٌ|سَمَاجَةٌ|غِلْظَةٌ|غَلَاظَةٌ|كَثَافَةٌ|قَسْوَةٌ|قَسَاوَةٌ|جَلَافَةٌ|جَهَامَةٌ|شَرَاسَةٌ|حِدَّةٌ|شَكَاسَةٌ|خُشونةٌ|فَظَاظَةٌ,سمة كون الشخص لا يمكن التأثير عليه أو التحكم به والمتشبث برأيه,خاصية تلازم الأفعال الجافة في الطبع ذات الغلاظة والصعوبة في التعامل
افتقد,awn3-01809490-v,47713,اِفْتَقَدَ,تَتَبَّعَ|فَتَّشَ|فَتَّشَ على|فَتَّشَ عن|فَتَّشَ في|اِسْتَنْبَأَ|اِسْتَنْبَأَ عن|نَبَشَ|نَبَشَ عن|نَشَدَ|نَقَّبَ|نَقَّبَ عن|نَقَّبَ في|نَقَرَ|نَقَرَ على|نَقَرَ عن|نَقَرَ في|نَقَّرَ|نَقَّرَ على|نَقَّرَ عن|نَقَّرَ في|اِسْتَقْصَى|اِسْتَقْصَى عن|اِسْتَقْصَى في|تَقَصَّى|تَقَصَّى عن|تَقَصَّى في|تَحَرَّى|تَحَرَّى عن|تَحَرَّى في|تَعَقَّبَ|فَحَصَ|فَحَصَ عن|بَحَثَ|بَحَثَ عن|بَحَثَ في,يشعر بالحزن بسبب نقص شخص أو شيء,عملية السؤال حول أمر ما للتعرّف عليه والبحث بحثا شاملًا بوسائل مختلفة
نحف,awn3-00045548-v,46440,نَحُفَ|أَنْقَصَ,ضَمُرَ|لَطُفَ|دَقَّ1|دَقَّ1 على|شَفَّ2|نَحَلَ2|نَحُلَ|نَحِلَ|رَفُعَ|رَقَّ2|عَجِفَ,ينقص الوزن ويجعله نحفياً خفيفاً أو هو يبدو كذلك,نقص في عرض أو سمك شيء مادي
قاره,awn3-09277520-n,46660,قَارَّة,كُدْيَةٌ|هَادٍ|الْهَادِي|حَجَرٌ|هَادِيَةٌ|صَوَّانٌ|صَخْرٌ|صَفَاةٌ|جُلْمُودٌ|جَلْمَدٌ|جَنْدَلٌ|صَخْرَةٌ|صَفْوانٌ2,واحدة من كتل اليابسة الكبرى على سطح الأرض,موجود مادي صلب يتكون بنسب مختلفة من الترب وبقايا الكائنات الحية والماء
سنه مداريه,awn3-15227602-n,293593,سَنَة مَدَارِيَّة|سَنَة شَمْسِيَّة,سَنَة ميلاديّة,الوقت الذي تستغرقه الشمس لتعود إلى نفس الموقع من دورة الفصول كما ترى من الأرض، ويقاس باعتدالين ربيعي,سنة تمثّل الفترة الزمنيّة التي تستغرقها الشّمس لتعود إلى نفس الموقع من دورة الفصول كما تُرى من الأرض
اضخم,awn3-01398335-a,45903,أَضْخَم|أَعْظَم,أَرْقَى|أَسْمَى2|أَرْفَعُ|أَمْجَدُ|أَنْبَلُ|أَشْرَفُ|أَهَمُّ|أَعْلى2|أَكْبَرُ|أَكْثَرُ|أَجَلُّ|أَجَلٌ|أكْرَمَ,أكبر حجماً أو أهميةً أو درجة,المكانة العالية والتي تَؤخذ حيزا عظيما وايجابيا في النفس وتطلق في سياق المقارنة بين شيئين أوأكثر
تعايش,awn3-02610484-v,49278,تَعَايَشَ|تَوَاجَدَ,مُعايَشَةٌ|تَكافُلٌ,,علاقة وطيدة ومنفعة متبادلة بين الكائنات الحيّة من النَّبات والحيوان في الغذاء والنُّموّ والإعانة ونح
عش,awn3-09392066-n,293112,عُشّ,وَكْرٌ|وَكْنٌ,المأوى الذي تحضره الطيور أو الحيوانات لتضع فيه البيض,مأوي الطائر، يصنعه من قش واعواد ونحوه، ليبيض ويُفرخ فيه
جبس,awn3-15086624-n,52262,جِصّ|جِبْس,مِلَاطٌ,لاصق مصنوع في الغالب من الاسمنت البورتلاندي والرمل والجير، يوضع وهو ناعم لتغطية الجدران والأسطح الخا,كبريتات الكالسيوم التي تحتوي جزيئاتها على نصف جزيء من الماء، وتحضر بتسخين الجبس، وهي مادة سريعة الشك
علا,awn3-01815703-v,53610,أنْهض|اِسْتنْهض|حفّز|حرّك|رفع|رفع المعْنوِيّات|إستعاد صحته|ارتفع|استأنف|اعتقل|اقتنى|التقط|تاه عجبا|تعرف لأصدقاء|تعلم|تعيش|حفر|حمس|حمل الركاب|دمن|رقى|سكر ثمل|سكر حلى|سمم|علا|نشط|نهض,ذُؤَابَةٌ|ذِرْوَةٌ|أَعْلى1|قِمَّةٌ|عُلُوٌّ|أَوْجٌ|ذُرْوَةٌ,يجعل الشخص أسعد ويملؤه بالأمل,أعلى قيمة أو مكان للشيء
اداه تثبيت,awn3-03531007-n,53489,أداة تثبيت,أداةُ رَبطٍ,أداة للإمساك بالأشياء تتألف من فكين قابلين للتعديل تتوسطهما قطعة العمل في مخرطة أو وسط أداة في مثقب,أداة تستخدم لوصل الأشياء مع بعضها البعض
متظاهر,awn3-10022422-n,46413,مُتَظَاهِر,مَذَّاقٌ|مُرَاءٍ|مَيَّانٌ|مُخْتَلَقٌ|مُبْتَدِعٌ|زَاعِمٌ|مُخْتَلِقٌ|مُزَوِّرٌ|مُحْتَالٌ|مُفْتَرٍ|مُخْتَرِعٌ|كَذوبٌ|كاذِبٌ|غَشّاشٌ|كَذَّابٌ|كِذَّابٌ|مُدَّعٍ|صَبَّاغٌ|أَفّاكٌ|مَذَّاعٌ|مُنَافِقٌ|دَعِيٌّ|دَجَّالٌ|خَرَّاصٌ|خَدَّاعٌ|نَمَّامٌ1,الشخص الذي يسير مع مجموعة من الناس لإبداء التأييد أو الاحتجاج الجماعي,صفة لشخص قوله يجانب الصواب .................
اكسي,awn3-00047662-v,48680,ألْبس|كسا|لبّس|قدّم الملْبس|قدّم كُسْوة|قدّم كِسْوة|أعد|أعد الدجاج|أكسي|ارتدى|انتظم|زود بصلاحية|زود بملا بس|زين|سمد|ضمد|طرى|عبر|لبس|مشط|هيأ|زَوَّدَ بِمَلابِس,سَرْوَلَ|ألْبَسَ على|سَتَرَ|حَجَبَ|غَطَّى|غَطَّى على|أَخْفَى,تقديم الثياب للغير من باب المسؤولية والدعم,ف و وارى بهدف الستر
خلوي,awn3-02696036-a,46311,خَلَوِي,مُوبايْل|جَوَّالٌ|تِلِفُونٌ|تِلِيفُونٌ|هَاتِفٌ|مَحْمُولٌ,يخص الخلايا الحيوانية أو النباتية,مصنوع مخصص لغرض التواصل اللاسلكي عن طريق شبكة من أبراج البث الموزّعة ضمن مساحة معيّنة مكون من مرسل و
ملتزم,awn3-00520089-a,53767,مُلْتَزِم,مُتَعَهِّدٌ|مُقَاوِلٌ,من وعد بالانخراط في خطة أو عمل أو موقف مع منحه وقته وجهده,الشخص الذي يعطي وعداً بإنجاز عمل ما بتكلفة معينة ووقت معين ويقوم بمتابعة جميع العمال أو الأشخاص الذي
فلح,awn3-01312361-v,46963,حَرَثَ|فَلَحَ,حِرَاثةٌ|زَرْعٌ|زِرَاعَةٌ|فِلَاحَةٌ,يقلب التربة ويحررها أثناء الفلاحة لتهيئتها للزراعة,شقّ الأرض بآلة حديدية خاصة أو ما شابه، تخترق الأرض لدرجة معيّنة وتقوم بتقليب التربة لتجهيزها للبذار
سماكه,awn3-04943580-n,48148,سَمَاكَة|لزوجة,غِلَظٌ|ثَخَانَةٌ|ثِخَنٌ,كون الشيء متماسكاً مقاوماً للتدفق والسيلان,ما كانَ صَلْباً وعريضاً
جبن,awn3-07866305-n,46791,جُبْن,ضَعُفَ|ضَعُفَ عن|يَرِعَ|تَخَاذَلَ|تَخَاذَلَ عَن|تَقاعَسَ|تَقاعَسَ عن|تَقاعَسَ في|اِنْهَزَمَ|تَكاسَلَ,طعام صلب يحضر من الحليب المتخثر المضغوط,فعل خسران الشخص لقوته وعدم قدرته على إكمال عمله وإنجازه على أكمل وجه
سعير,awn3-05637465-n,46321,جَحِيم|سَعِير|سَقَر|جَهَنَّم,تَوَقُّدٌ|ضَرْمَةٌ|اِتِّقَادٌ|اِحْتِدَامٌ|تَأَجُّجٌ|تَوَهُّجٌ|وَهَجٌ|حَرِيقٌ|اِشْتِعالٌ|لَهَبٌ|لَهيبٌ|اِسْتَعَارَ|قَبَسٌ|أُوَارٌ|اِلْتِهابٌ|ضِرَامٌ|ضَرَمٌ|ضَرِمٌ|جَذْوَةٌ|جِذْوَةٌ|جُذْوَةٌ|مِصْبَاحٌ|صَلَىً2|لَظَىً|نَارٌ|وُقُودٌ|شُعْلَةٌ|اِحْتِرَاقٌ|أَجِيجٌ|مَارِجٌ|مِشْعَلٌ|مُشْعِلٌ|مَشْعَلٌ,مكان تعذيب وانتقام الله من الشيطان والكافرين وكل من عصاه وكتب عليه الشقاء. وهي نار حامية تسعّر فيهم,حرّ النار وشدّة حرارتها وكل ما يلهب ويعطي حرارة
مستوطن,awn3-10602839-n,47565,مُسْتوْطِن,نَازِلٌ|مُقِيمٌ|مُقِيمَةٌ|قَاطِنٌ|هَاجِعٌ|مُسْتَقَرٌّ|سَاكِنٌ|حَالٌّ|مُسْتَقِرٌّ,من ينتقل إلى مكان جديد ليستقر فيه بشكل دائم,حالة الشخص الذي يعيش في مكان معين ويلزم السكن فيه
طيش,awn3-07527145-n,46114,طَيْش,غَبَاوَةٌ|غَفْلَةٌ|هَوَجٌ|هَوَسٌ|خَطَلٌ|بَلادَةٌ|طِيرَةٌ 2|طِيَرَةٌ|حَمَاقَةٌ|حُمْقٌ|تَفَاهَةٌ|جَهْلٌ|خِفَّةٌ|رُعُونَةٌ|نَزَقٌ|بَلَاهَةٌ|بَلَهٌ|خُرْقٌ|سَفَهٌ|سَفَاهَةٌ|سَخَافَةٌ|سُخْفٌ,الشعور بالافتقار إلى السلوك الملائم الذي يتسم بالجدية والحكمة,خاصية لمنضعُف عقله وغلبت عليه الغفلة وكان ضعيف الذكاء قليل البديهة
ترطيب,awn3-00278220-n,52844,ترطيب,تَبْلِيلٌ,عملية جعل شيء ما مبللاً أو ندياً,إضافة سائل إلى الشيء الجاف
طلقه,awn3-04212826-n,48612,رَصَاصَة|طَلْقَة,فَشَكَةٌ|خَرْطُوشٌ,قطعة معدنية أسطوانية الشكل تطلق من سلاح ناري يعتمد حجمها على نوع السلاح وقطر فوهته,اسم لقطعة معدنية يتم إطلاقها من أداة خاصة إذا اخترقت جسم كائن حي تؤذيه
فريسه,awn3-02155533-n,47591,فَرِيسَة,طَرِيدٌ|ذَبِيحَةٌ|ضَحِيَّةٌ|وَقِيعَةٌ,الحيوان الذي يتم اصطياده أو الإمساك به من قبل الحيوانات الأخرى لأكله,حيوان من الماشية يتم تربيته ليقتل ويأكل لحمه
لمسه,awn3-07424192-n,46921,لَمْس|لَمْسَة,مُلَامَسَةٌ|تَلَامُسٌ|مَلْمَسٌ|مَسَّ2|مَسَّ2 إلى|تَماسٌّ|اِتِّصَالٌ,عملية اقتراب جزء من الجسد من شيء ما بشكل خفيف,عملية التقاء شيئين مع بعضهما البعض واحتكاكهم بشكل طفيف
مرؤوس,awn3-10689430-n,49327,مرؤوس|تابع,تَابِعٌ1,من يكون ضمن فئة أدنى من الغيرويعامل معاملة دونية وتابع لسلطة غيره,صفة الشخص الذي يتلقى الأوامر والتعليمات من شخص مسئول عنه
كميه عدديه,awn3-05864650-n,293267,كَمِّيَّة عَدَدِيَّة,كَمِّيَّةٌ غَيرَ مُتَّجِهَةٍ|كَمِّيَّةٌ قِياسيَّةٌ|كَمِّيَّةٌ مَعْدُودَةٌ,مقدار يعبر عنه عددياً,كميّة تُحَدّد بمقدار فقط دون اتّجاه
معطف,awn3-03061006-n,47573,مِعْطَف,بِزَّةٌ|كِسَاءٌ|كُسْوَةٌ|كِسْوَةٌ|ثَوْبٌ|زِيٌّ|جُبَّةٌ|لِبَاسٌ|مَلْبَسٌ|مِئْزَرٌ|رِدَاءٌ|شَمْلَةٌ|دِثارٌ|مِطْرَفٌ|سِرْبَالٌ,ثوب يتم ارتداؤه فوق الثياب له أكمام ويغطي الجسد من الأكتاف حتى الأسفل، ويتم ارتداؤه للخروج به,الجزء الرئيس من الملابس، غالبا ما يكون طويلا وواسعا وذو أكمام
مندهش,awn3-02366035-a,47386,مُنْدَهِش,مَدْهُوشٌ|مَبْهُوتٌ|مَشْدُوهٌ|مَبْهُورٌ|مُتَحَيِّرٌ|مُتَعَجِّبٌ|مُحْتَارٌ|مَذْهُولٌ,يبدي الدهشة بسبب حصول أمر مفاجئ لم يكن يتوقعه,حالة الشخص شارد الذهن بسبب رؤيته لشيء امامه لفت انتباهه لدرجة كبيرة
مكتوب,awn3-02292312-a,47304,مُدَوَّن|مَكْتُوب|كِتَابِيّ,مُتَحَتِّمٌ|مُبْرِمٌ|مُقَدِّرٌ|مُقَدِّرَةٌ|مُنْجَزٌ|مَفْرُوضٌ|مُحَدَّدٌ|مَقْضِيٌّ|مُقَرَّرٌ|نِهَائِيٌّ|قَطْعِيٌّ,تم التعبير عنه بإحدى الطرق الكتابية المختلفة,صفة للأمر الوجَب وجوبًا لا يمكن إسقاطه فهو مقضيٌ به
